Seu Número,No Documento,Vl. Aquisição,Vl. Nominal,Prazo,Tx. Juros,Sacado,Chave
Aquisição,,,,,,,
00000000132600000000505,21832001,"R$ 4.170,27","R$ 4.374,86",11,"199,5772 %",MAQ AGRIC JACTO SA,43190988644091000220550010000218321253173085
00000000132600000000505,21831001,"R$ 26.479,93","R$ 28.007,93",14,"174,5081 %",MAQUINAS AGRICOLAS JACTO SA,43190988644091000220550010000218311836488557
00000000132600000000505,21830001,"R$ 26.479,93","R$ 28.007,93",14,"174,5081 %",MAQUINAS AGRICOLAS JACTO SA,43190988644091000220550010000218301996751852
00000000132600000000505,21829001,"R$ 26.479,93","R$ 28.007,93",14,"174,5081 %",MAQUINAS AGRICOLAS JACTO SA,43190988644091000220550010000218291062289946
00000000132600000000505,21828001,"R$ 26.479,93","R$ 28.007,93",14,"174,5081 %",MAQUINAS AGRICOLAS JACTO SA,43190988644091000220550010000218281617780680
00000000132600000000505,21827001,"R$ 3.708,44","R$ 3.890,36",11,"199,5543 %",MAQUINAS AGRICOLAS JACTO SA,43190988644091000220550010000218271365324735
00000000132600000000505,21826001,"R$ 7.386,37","R$ 7.812,59",14,"174,5058 %",MAQUINAS AGRICOLAS JACTO SA,43190988644091000220550010000218261878488652
00000000132600000000505,21825001,"R$ 9.761,23","R$ 10.240,08",11,"199,5585 %",MAQUINAS AGRICOLAS JACTO SA,43190988644091000220550010000218251174935476
00000000132600000000505,21824001,"R$ 16.686,39","R$ 17.504,96",11,"199,5574 %",MAQUINAS AGRICOLAS JACTO SA,43190988644091000220550010000218241030216750
00000000132600000000505,21823001,"R$ 6.674,55","R$ 7.001,98",11,"199,5597 %",MAQUINAS AGRICOLAS JACTO SA,43190988644091000220550010000218231896411443
00000000132600000000505,21822001,"R$ 13.349,11","R$ 14.003,97",11,"199,5594 %",MAQUINAS AGRICOLAS JACTO SA,43190988644091000220550010000218221621919635
00000000132600000000505,21821001,"R$ 11.320,59","R$ 11.875,94",11,"199,5606 %",MAQUINAS AGRICOLAS JACTO SA,43190988644091000220550010000218211267629902
00000000132600000000505,21820001,"R$ 15.593,24","R$ 16.493,04",14,"174,5101 %",MAQUINAS AGRICOLAS JACTO SA,43190988644091000220550010000218201392170815
00000000132600000000505,21819001,"R$ 13.989,35","R$ 14.675,62",11,"199,5604 %",MAQUINAS AGRICOLAS JACTO SA,43190988644091000220550010000218191069241390
00000000132600000000505,21818001,"R$ 8.430,16","R$ 8.916,62",14,"174,5111 %",MAQUINAS AGRICOLAS JACTO SA,43190988644091000220550010000218181277458242
00000000132600000000505,21808001,"R$ 14.713,72","R$ 15.269,07",9,"182,1778 %",MAQUINAS AGRICOLAS JACTO SA,43190988644091000220550010000218081501251107
00000000132600000000505,21804001,"R$ 8.434,15","R$ 8.752,48",9,"182,1724 %",MAQUINAS AGRICOLAS JACTO SA,43190988644091000220550010000218041147157042
00000000132600000000505,21803001,"R$ 32.290,79","R$ 33.509,56",9,"182,1770 %",MAQUINAS AGRICOLAS JACTO SA,43190988644091000220550010000218031491390871
00000000132600000000505,21802001,"R$ 3.978,58","R$ 4.208,16",14,"174,5078 %",MAQUINAS AGRICOLAS JACTO SA,43190988644091000220550010000218021678821011
00000000132600000000505,21801001,"R$ 7.299,18","R$ 7.574,68",9,"182,1799 %",MAQUINAS AGRICOLAS JACTO SA,43190988644091000220550010000218011339388130
00000000132600000000505,21784001,"R$ 4.468,21","R$ 4.636,86",9,"182,1834 %",MAQUINAS AGRICOLAS JACTO SA,43190988644091000220550010000217841817433503
00000000132600000000505,21789001,"R$ 4.148,87","R$ 4.305,46",9,"182,1711 %",MAQUINAS AGRICOLAS JACTO SA,43190988644091000220550010000217891068503179
