Seu Número,No Documento,Vl. Aquisição,Vl. Nominal,Prazo,Tx. Juros,Sacado,Chave
00000000001500000000504,13174-1,"R$ 2.433,98","R$ 2.500,36",29,"26,3407 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131741204843766
00000000001500000000504,13174-2,"R$ 2.104,11","R$ 2.173,62",34,"27,2385 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131741204843766
00000000001500000000504,13174-3,"R$ 2.097,55","R$ 2.173,62",38,"26,6482 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131741204843766
00000000001500000000504,13173-1,"R$ 6.492,19","R$ 6.669,25",29,"26,3413 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131731405695597
00000000001500000000504,13173-2,"R$ 5.612,34","R$ 5.797,75",34,"27,2392 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131731405695597
00000000001500000000504,13173-3,"R$ 5.594,85","R$ 5.797,75",38,"26,6477 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131731405695597
00000000001500000000504,13172-1,"R$ 3.254,48","R$ 3.343,24",29,"26,3417 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131721894119953
00000000001500000000504,13172-2,"R$ 2.813,44","R$ 2.906,38",34,"27,2375 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131721894119953
00000000001500000000504,13172-3,"R$ 2.804,67","R$ 2.906,38",38,"26,6469 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131721894119953
00000000001500000000504,13169-1,"R$ 1.497,91","R$ 1.525,52",19,"27,4107 %",DUKAR IMPLEMENTOS RODOVIARIOS  LTDA,43190908304710000117550000000131691399204636
00000000001500000000504,13160-1,"R$ 1.001,22","R$ 1.020,30",20,"26,8526 %",PALMEIRA IMPLEMENTOS RODOVIARIOS LTDA,43190908304710000117550000000131601324558630
00000000001500000000504,13159-1,"R$ 16.551,31","R$ 16.866,80",20,"26,8598 %",PALMEIRA IMPLEMENTOS RODOVIARIOS LTDA,43190908304710000117550000000131591416935935
00000000001500000000504,13158-1,"R$ 3.897,73","R$ 4.001,55",28,"26,6918 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131581356130955
00000000001500000000504,13158-2,"R$ 3.369,50","R$ 3.478,65",33,"27,5638 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131581356130955
00000000001500000000504,13158-3,"R$ 3.359,01","R$ 3.478,65",37,"26,9172 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131581356130955
00000000001500000000504,13156-1,"R$ 3.402,52","R$ 3.493,15",28,"26,6919 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131561186436191
00000000001500000000504,13156-2,"R$ 2.941,42","R$ 3.036,70",33,"27,5629 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131561186436191
00000000001500000000504,13156-3,"R$ 2.932,26","R$ 3.036,70",37,"26,9172 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131561186436191
00000000001500000000504,13155-1,"R$ 6.805,06","R$ 6.986,32",28,"26,6918 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131551563926745
00000000001500000000504,13155-2,"R$ 5.882,83","R$ 6.073,39",33,"27,5629 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131551563926745
00000000001500000000504,13155-3,"R$ 5.864,51","R$ 6.073,39",37,"26,9172 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131551563926745
00000000001500000000504,13153-1,"R$ 5.654,60","R$ 5.762,39",20,"26,8614 %",AMERICAN BULL IMPLEMENTOS RODOVIARIOS LT,43190908304710000117550000000131531062172980
00000000001500000000504,13152-1,"R$ 16.482,09","R$ 16.775,63",18,"28,0359 %",COMERCIO DE MOLAS MATO GROSSO LTDA - EPP,43190908304710000117550000000131521042127915
00000000001500000000504,13147-1,"R$ 13.321,83","R$ 13.575,76",20,"26,8596 %",LIBRELATO S.A. IMPLEMENTOS RODOVIARIOS,43190908304710000117550000000131471831080810
00000000001500000000504,13138-1,"R$ 2.600,09","R$ 2.667,70",27,"27,0731 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131381696711889
00000000001500000000504,13138-2,"R$ 2.249,13","R$ 2.319,10",32,"27,2847 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131381696711889
00000000001500000000504,13138-3,"R$ 2.239,34","R$ 2.319,10",36,"27,7603 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131381696711889
00000000001500000000504,13137-1,"R$ 3.404,63","R$ 3.493,15",27,"27,0696 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131371014715844
00000000001500000000504,13137-2,"R$ 2.945,08","R$ 3.036,70",32,"27,2844 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131371014715844
00000000001500000000504,13137-3,"R$ 2.932,26","R$ 3.036,70",36,"27,7603 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131371014715844
00000000001500000000504,13136-0,"R$ 9.587,63","R$ 9.752,40",17,"28,7353 %",IND MET PASTRE LTDA,43190908304710000117550000000131361154132895
00000000001500000000504,13135-1,"R$ 5.062,56","R$ 5.155,89",19,"27,4156 %",AMERICAN BULL IMPLEMENTOS RODOVIARIOS LT,43190908304710000117550000000131351493602170
00000000001500000000504,13124-0,"R$ 1.264,16","R$ 1.286,67",18,"28,0300 %",RODOVALE IND E COM DE EQUIPS RODOV LTDA,43190908304710000117550000000131241068341308
00000000001500000000504,13123-1,"R$ 2.604,92","R$ 2.667,70",26,"25,9632 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131231339022095
00000000001500000000504,13123-2,"R$ 2.250,53","R$ 2.319,10",31,"27,6319 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131231339022095
00000000001500000000504,13123-3,"R$ 2.240,74","R$ 2.319,10",35,"28,0801 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131231339022095
00000000001500000000504,13122-1,"R$ 3.410,95","R$ 3.493,15",26,"25,9612 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131221003954408
00000000001500000000504,13122-2,"R$ 2.946,92","R$ 3.036,70",31,"27,6292 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131221003954408
00000000001500000000504,13122-3,"R$ 2.934,09","R$ 3.036,70",35,"28,0811 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131221003954408
00000000001500000000504,13121-1,"R$ 3.410,95","R$ 3.493,15",26,"25,9612 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131211482643877
00000000001500000000504,13121-2,"R$ 2.946,92","R$ 3.036,70",31,"27,6292 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131211482643877
00000000001500000000504,13121-3,"R$ 2.934,09","R$ 3.036,70",35,"28,0811 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131211482643877
00000000001500000000504,13120-1,"R$ 4.455,18","R$ 4.501,35",10,"29,6683 %",TRANSMOLAS DISTRIBUIDORA DE PECAS,43190908304710000117550000000131201175257093
00000000001500000000504,13119-1,"R$ 11.590,30","R$ 11.796,72",18,"28,0361 %",AMERICAN BULL IMPLEMENTOS RODOVIARIOS LT,43190908304710000117550000000131191915166818
00000000001500000000504,13118-1,"R$ 16.696,26","R$ 17.014,52",20,"26,8605 %",LIBRELATO S.A. IMPLEMENTOS RODOVIARIOS,43190908304710000117550000000131181393244378
00000000001500000000504,13113-1,"R$ 1.445,90","R$ 1.468,05",16,"27,0547 %",EGSA EQUIP PARA GAS DO BRASIL LTDA,43190908304710000117550000000131131434830148
00000000001500000000504,13112-1,"R$ 5.209,85","R$ 5.335,40",26,"25,9608 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131121452848820
00000000001500000000504,13112-2,"R$ 4.501,07","R$ 4.638,20",31,"27,6296 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131121452848820
00000000001500000000504,13112-3,"R$ 4.481,48","R$ 4.638,20",35,"28,0801 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131121452848820
00000000001500000000504,13111-1,"R$ 10.232,87","R$ 10.479,47",26,"25,9611 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131111718502370
00000000001500000000504,13111-2,"R$ 8.840,74","R$ 9.110,09",31,"27,6304 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131111718502370
00000000001500000000504,13111-3,"R$ 8.802,26","R$ 9.110,09",35,"28,0811 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131111718502370
00000000001500000000504,13100-1,"R$ 5.213,07","R$ 5.335,40",25,"26,3398 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131001912307664
00000000001500000000504,13100-2,"R$ 4.512,26","R$ 4.638,20",30,"26,0158 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131001912307664
00000000001500000000504,13100-3,"R$ 4.489,87","R$ 4.638,20",34,"27,2396 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000131001912307664
00000000001500000000504,13099-1,"R$ 3.349,24","R$ 3.406,80",17,"28,7359 %",CARROCERIAS LINSHALM LTDA,43190908304710000117550000000130991963962349
00000000001500000000505,13098-1,"R$ 3.531,98","R$ 3.592,68",17,"28,7356 %",RODOVALE IND E COM DE EQUIP ROD LTDA  MA,43190908304710000117550000000130981843704876
00000000001500000000505,13097-1,"R$ 1.369,58","R$ 1.393,12",17,"28,7392 %",COMERCIO DE MOLAS OESTE PAULISTA LTDA -,43190908304710000117550000000130971291841154
00000000001500000000505,13092-1,"R$ 1.119,26","R$ 1.145,53",25,"26,3458 %",IBERO IND BRASILEIRA DE EQUIP RODOV LTDA,43190908304710000117550000000130921110592533
00000000001500000000505,13090-1,"R$ 23.140,65","R$ 23.581,75",20,"26,8604 %",LIBRELATO S.A. IMPLEMENTOS RODOVIARIOS,43190908304710000117550000000130901451044817
00000000001500000000505,13089-1,"R$ 7.947,70","R$ 8.099,20",20,"26,8610 %",LIBRELATO S.A IMPLEMENTOS RODOVIARIOS,43190908304710000117550000000130891173797099
