Seu Número,No Documento,Vl. Aquisição,Vl. Nominal,Prazo,Tx. Juros,Sacado,Chave
00000000002100000000506,127330002,"R$ 806,22","R$ 840,00",41,"28,6954 %",MOLAMEC COMERCIO E SERVICOS DE MOLAS E M,35190951986958000134550010001273301004677320
00000000002100000000506,127350001,"R$ 633,45","R$ 646,67",20,"29,7259 %",ANCHIETA PECAS DISTRIB DE PECAS PARA CAM,35190951986958000134550010001273501004671325
00000000002100000000506,127350002,"R$ 620,66","R$ 646,67",41,"28,7013 %",ANCHIETA PECAS DISTRIB DE PECAS PARA CAM,35190951986958000134550010001273501004671325
00000000002100000000506,127350003,"R$ 607,86","R$ 646,66",62,"28,5948 %",ANCHIETA PECAS DISTRIB DE PECAS PARA CAM,35190951986958000134550010001273501004671325
00000000002100000000506,127351001,"R$ 979,56","R$ 1.000,00",20,"29,7206 %",LIPARI MINERACAO LTDA,35190951986958000134550010001273511005248768
00000000002100000000506,127351002,"R$ 959,78","R$ 1.000,00",41,"28,7001 %",LIPARI MINERACAO LTDA,35190951986958000134550010001273511005248768
00000000002100000000506,127353001,"R$ 3.061,77","R$ 3.157,53",31,"28,4474 %",PAINEIRAS LOGISTICA E TRANSPORTES LTDA,35190951986958000134550010001273531007642905
00000000002100000000506,127354001,"R$ 2.571,22","R$ 2.664,32",35,"29,1872 %",PAINEIRAS LOGISTICA E TRANSPORTES LTDA,35190951986958000134550010001273541002349573
00000000002100000000506,127355001,"R$ 380,03","R$ 386,40",16,"29,9281 %",COMPANHIA MELHORAMENTOS NORTE DO,35190951986958000134550010001273551003948150
00000000002100000000506,127356001,"R$ 1.698,35","R$ 1.733,79",20,"29,7219 %",USINA PETRIBU S.A.,35190951986958000134550010001273561007305145
00000000002100000000506,127357001,"R$ 11.574,59","R$ 11.840,00",23,"28,1973 %",GAFOR S.A,35190951986958000134550010001273571009785648
00000000002100000000506,127359001,"R$ 963,23","R$ 983,33",20,"29,7218 %",TGA LOGISTICA E TRANSP NACIONAIS E INTER,35190951986958000134550010001273591002197532
00000000002100000000506,127359002,"R$ 943,78","R$ 983,33",41,"28,7005 %",TGA LOGISTICA E TRANSP NACIONAIS E INTER,35190951986958000134550010001273591002197532
00000000002100000000506,127359003,"R$ 924,34","R$ 983,34",62,"28,5942 %",TGA LOGISTICA E TRANSP NACIONAIS E INTER,35190951986958000134550010001273591002197532
00000000002100000000506,127360001,"R$ 614,93","R$ 623,98",14,"30,0798 %",GAFOR S.A,35190951986958000134550010001273601004675327
00000000002100000000506,127363001,"R$ 1.019,22","R$ 1.051,10",31,"28,4502 %",BP BIOENERGIA ITUMBIARA S A,35190951986958000134550010001273631005642904
00000000002100000000506,127364001,"R$ 1.242,99","R$ 1.267,22",19,"29,1824 %",USINA MONTE ALEGRE S.A.,35190951986958000134550010001273641002349588
00000000002100000000506,127365001,"R$ 82,23","R$ 83,83",19,"29,1224 %",MANDUCHI & MENDONCA POSTO DE MOLAS LTDA,35190951986958000134550010001273651003948253
00000000002100000000506,127365002,"R$ 81,45","R$ 83,83",29,"28,4380 %",MANDUCHI & MENDONCA POSTO DE MOLAS LTDA,35190951986958000134550010001273651003948253
00000000002100000000506,127365003,"R$ 80,69","R$ 83,84",38,"28,9120 %",MANDUCHI & MENDONCA POSTO DE MOLAS LTDA,35190951986958000134550010001273651003948253
00000000002100000000506,127366001,"R$ 1.931,34","R$ 2.013,65",42,"28,4551 %",JSL S.A.,35191051986958000134550010001273661007308140
00000000002100000000506,127367001,"R$ 157,57","R$ 160,00",14,"31,7152 %",SHEILA VIEIRA DA SILVA - ME,35191051986958000134550010001273671009725641
00000000002100000000506,127368001,"R$ 1.919,32","R$ 1.958,05",19,"30,3396 %",TRANSPORTADORA JOLIVAN LTDA.,35191051986958000134550010001273681003591241
00000000002100000000506,127369001,"R$ 1.468,35","R$ 1.500,00",21,"29,1636 %",TRANSPORTADORA JOLIVAN LTDA.,35191051986958000134550010001273691000197531
00000000002100000000506,127371001,"R$ 397,04","R$ 405,60",21,"29,1708 %",POSTO DE MOLAS AUTO TIETE EIRELI ME,35191051986958000134550010001273711005258766
00000000002100000000506,127372001,"R$ 435,22","R$ 444,00",19,"30,3306 %",IC TRANSPORTES LTDA,35191051986958000134550010001273721000613565
00000000002100000000506,127373001,"R$ 853,97","R$ 871,20",19,"30,3351 %",DRC COM. E VAR. DE PECAS E ACES. NOVOS P,35191051986958000134550010001273731009642905
00000000002100000000506,127373002,"R$ 837,89","R$ 871,20",38,"29,5026 %",DRC COM. E VAR. DE PECAS E ACES. NOVOS P,35191051986958000134550010001273731009642905
00000000002100000000506,127373003,"R$ 821,80","R$ 871,20",58,"28,8691 %",DRC COM. E VAR. DE PECAS E ACES. NOVOS P,35191051986958000134550010001273731009642905
00000000002100000000506,127375001,"R$ 1.435,73","R$ 1.466,67",21,"29,1563 %",FERRARI AGROINDUSTRIA S.A.,35191051986958000134550010001273751003948454
00000000002100000000506,127375002,"R$ 1.406,72","R$ 1.466,67",42,"28,4543 %",FERRARI AGROINDUSTRIA S.A.,35191051986958000134550010001273751003948454
00000000002100000000506,127375003,"R$ 1.377,70","R$ 1.466,66",62,"28,9592 %",FERRARI AGROINDUSTRIA S.A.,35191051986958000134550010001273751003948454
00000000002100000000506,127376001,"R$ 866,09","R$ 903,00",42,"28,4542 %",QUICK LOGISTICA LTDA,35191051986958000134550010001273761007303145
00000000002100000000506,127377001,"R$ 1.545,34","R$ 1.611,20",42,"28,4554 %",JSL S.A.,35191051986958000134550010001273771009795646
00000000002100000000506,127378001,"R$ 845,95","R$ 882,00",42,"28,4527 %",JSL S.A.,35191051986958000134550010001273781003491243
00000000002100000000506,127379001,"R$ 705,52","R$ 720,73",21,"29,1693 %",MULTI TRUCK COMERCIAL E TECNICA EIRELI M,35191051986958000134550010001273791005197536
00000000002100000000506,127379002,"R$ 698,40","R$ 720,73",32,"28,1263 %",MULTI TRUCK COMERCIAL E TECNICA EIRELI M,35191051986958000134550010001273791005197536
00000000002100000000506,127379003,"R$ 691,28","R$ 720,74",42,"28,4540 %",MULTI TRUCK COMERCIAL E TECNICA EIRELI M,35191051986958000134550010001273791005197536
00000000002100000000506,127381001,"R$ 109,32","R$ 111,00",14,"31,5892 %",GUINDASTES TATUAPE LTDA,35191051986958000134550010001273811005208765
00000000002100000000506,127391001,"R$ 828,93","R$ 846,80",21,"29,1683 %",PETY TRANSPORTES LTDA EPP,35191051986958000134550010001273911005298760
00000000002100000000506,127391002,"R$ 812,19","R$ 846,80",42,"28,4515 %",PETY TRANSPORTES LTDA EPP,35191051986958000134550010001273911005298760
00000000002100000000506,127391003,"R$ 795,44","R$ 846,80",62,"28,9576 %",PETY TRANSPORTES LTDA EPP,35191051986958000134550010001273911005298760
